order_id,product,client_id,order_date,money_spent
60,a,42,3/2/2017,162.03
60,a,42,3/2/2017,100.51
60,a,42,3/2/2017,27.97
61,a,306,2/20/2017,44.41
61,a,306,2/20/2017,228.8
61,b,306,2/20/2017,82.9
61,a,306,2/20/2017,176.57
61,a,306,2/20/2017,119.79
61,b,306,2/20/2017,47.13
61,b,306,2/20/2017,155.71
62,b,521,1/19/2017,152.89
62,b,521,1/19/2017,105.42
62,b,521,1/19/2017,63.88
62,b,521,1/19/2017,26.87
62,a,521,1/19/2017,132.71
62,a,521,1/19/2017,65.54
62,c,521,1/19/2017,9.66
63,c,108,3/10/2017,273.92
63,a,108,3/10/2017,158.63
63,c,108,3/10/2017,5.42
63,b,108,3/10/2017,99.82
63,a,108,3/10/2017,211.05
64,c,99,3/21/2017,0.11
64,a,99,3/21/2017,106.37
64,a,99,3/21/2017,190.34
65,a,532,3/24/2017,75.11
65,a,532,3/24/2017,2.58
65,c,532,3/24/2017,92.34
66,a,428,2/12/2017,73.27
66,a,428,2/12/2017,210.53
67,b,74,2/16/2017,3.24
67,a,74,2/16/2017,33.58
67,c,74,2/16/2017,23.08
67,a,74,2/16/2017,104.48
68,a,198,3/14/2017,66.16
68,b,198,3/14/2017,124.85
69,b,200,4/2/2017,385.21
69,a,200,4/2/2017,38.99
69,a,200,4/2/2017,26.85
69,a,200,4/2/2017,107.93
69,a,200,4/2/2017,52.84
70,a,325,2/20/2017,72.33
70,b,325,2/20/2017,77.73
70,b,325,2/20/2017,262.5
71,b,356,2/11/2017,177.89
71,a,356,2/11/2017,48.19
71,a,356,2/11/2017,24.52
72,a,13,1/26/2017,65.57
72,b,13,1/26/2017,10.3
72,b,13,1/26/2017,22.54
72,b,13,1/26/2017,257.09
72,a,13,1/26/2017,14.85
72,a,13,1/26/2017,269.65
72,a,13,1/26/2017,241.55
73,a,363,2/20/2017,109.69
73,a,363,2/20/2017,133.44
73,b,363,2/20/2017,17.1
73,a,363,2/20/2017,141.01
73,b,363,2/20/2017,94.6
73,a,363,2/20/2017,323.38
73,b,363,2/20/2017,41.36
74,a,128,2/11/2017,20.91
74,c,128,2/11/2017,62.37
74,b,128,2/11/2017,295.62
74,a,128,2/11/2017,17.51
74,a,128,2/11/2017,148.63
74,a,128,2/11/2017,202.57
74,a,128,2/11/2017,185.57
75,b,211,2/13/2017,158.12
75,a,211,2/13/2017,108.33
75,c,211,2/13/2017,105.06
75,a,211,2/13/2017,271.23
75,c,211,2/13/2017,71.18
75,b,211,2/13/2017,67.8
75,b,211,2/13/2017,31.24
76,a,1,3/5/2017,49.73
76,a,1,3/5/2017,116.67
77,a,317,3/22/2017,300.79
77,a,317,3/22/2017,70.56
77,a,317,3/22/2017,32.05
77,c,317,3/22/2017,329.97
77,a,317,3/22/2017,357.78
77,c,317,3/22/2017,156.64
78,b,30,1/11/2017,233.18
78,c,30,1/11/2017,51.75
78,c,30,1/11/2017,32.94
78,a,30,1/11/2017,10.13
78,a,30,1/11/2017,39.38
79,a,107,2/3/2017,42.95
79,c,107,2/3/2017,205.65
79,b,107,2/3/2017,40.2
80,a,98,1/30/2017,44.76
81,a,109,2/19/2017,143.94
81,b,109,2/19/2017,83.13
81,b,109,2/19/2017,181.31
81,a,109,2/19/2017,113.76
81,a,109,2/19/2017,23
81,a,109,2/19/2017,8.77
82,a,122,4/4/2017,3.69
82,a,122,4/4/2017,229.3
82,a,122,4/4/2017,49.86
82,a,122,4/4/2017,305.98
82,a,122,4/4/2017,115.44
82,b,122,4/4/2017,150
83,a,539,2/4/2017,0.99
83,b,539,2/4/2017,13.43
83,a,539,2/4/2017,48.72
84,b,159,3/26/2017,41.94
84,c,159,3/26/2017,89.93
84,a,159,3/26/2017,18.73
85,b,520,3/29/2017,97.09
85,a,520,3/29/2017,5.84
85,a,520,3/29/2017,50.86
85,a,520,3/29/2017,61.28
85,b,520,3/29/2017,195.82
85,a,520,3/29/2017,73.56
86,b,260,1/22/2017,63.7
87,a,385,2/18/2017,269.22
87,a,385,2/18/2017,186.4
87,c,385,2/18/2017,4.26
87,a,385,2/18/2017,118.98
88,a,376,4/9/2017,62.71
88,a,376,4/9/2017,96.82
88,b,376,4/9/2017,51.11
89,b,112,3/30/2017,38.42
89,b,112,3/30/2017,241.91
89,b,112,3/30/2017,17.48
89,a,112,3/30/2017,117.15
89,a,112,3/30/2017,84.1
90,a,30,2/17/2017,51.98
90,a,30,2/17/2017,8.96
90,a,30,2/17/2017,12.37
90,c,30,2/17/2017,267.03
90,a,30,2/17/2017,155.65
90,a,30,2/17/2017,57.11
90,a,30,2/17/2017,76.17
91,a,225,4/11/2017,6.49
91,a,225,4/11/2017,9.02
91,c,225,4/11/2017,16
91,c,225,4/11/2017,27.76
91,a,225,4/11/2017,1.64
92,a,72,3/15/2017,74.78
92,a,72,3/15/2017,34.54
92,c,72,3/15/2017,73.4
93,b,344,1/6/2017,185.98
93,c,344,1/6/2017,76.25
93,c,344,1/6/2017,253.85
94,b,486,3/30/2017,23.14
94,a,486,3/30/2017,59.84
94,a,486,3/30/2017,57.39
94,b,486,3/30/2017,40.06
95,c,469,4/11/2017,135.07
95,c,469,4/11/2017,110.97
95,a,469,4/11/2017,131.55
96,b,486,3/9/2017,37.31
96,a,486,3/9/2017,194.72
96,a,486,3/9/2017,277.22
97,a,85,2/20/2017,72.52
98,a,467,2/15/2017,69.29
98,b,467,2/15/2017,155.05
99,a,211,2/5/2017,43.09
99,a,211,2/5/2017,148.9
99,b,211,2/5/2017,244.42
99,a,211,2/5/2017,10.04
99,a,211,2/5/2017,46.48
99,a,211,2/5/2017,103.63
99,a,211,2/5/2017,56.73
99,b,211,2/5/2017,266.67
100,a,239,3/25/2017,380.98
100,a,239,3/25/2017,231.33
101,a,353,2/18/2017,157.78
101,b,353,2/18/2017,306.82
101,b,353,2/18/2017,91
101,a,353,2/18/2017,114.81
102,a,191,1/27/2017,141.2
102,a,191,1/27/2017,89.18
102,a,191,1/27/2017,27.66
102,a,191,1/27/2017,10.37
103,b,9,2/16/2017,207.48
103,b,9,2/16/2017,29.37
104,a,74,3/14/2017,178.79
104,a,74,3/14/2017,21.23
104,a,74,3/14/2017,159.71
104,a,74,3/14/2017,15.67
105,a,499,1/11/2017,92.77
105,a,499,1/11/2017,277.04
105,a,499,1/11/2017,724.6
105,a,499,1/11/2017,139.81
106,b,442,3/13/2017,8.81
107,a,545,1/30/2017,39.21
107,c,545,1/30/2017,135.06
107,a,545,1/30/2017,23.01
108,b,62,1/19/2017,89.24
108,c,62,1/19/2017,18.7
108,a,62,1/19/2017,190.68
109,a,487,1/7/2017,255.16
109,a,487,1/7/2017,51.1
109,a,487,1/7/2017,219.88
110,a,28,2/2/2017,64.19
110,a,28,2/2/2017,16.97
110,a,28,2/2/2017,386.11
110,a,28,2/2/2017,47.32
110,a,28,2/2/2017,95.52
111,a,308,3/29/2017,95.7
111,a,308,3/29/2017,5.69
111,a,308,3/29/2017,25.41
112,a,401,3/12/2017,117.96
112,a,401,3/12/2017,90.23
112,b,401,3/12/2017,40.82
112,a,401,3/12/2017,3.38
112,a,401,3/12/2017,480.58
112,a,401,3/12/2017,36.23
112,c,401,3/12/2017,242.61
112,b,401,3/12/2017,29.42
113,b,105,1/29/2017,56.03
113,a,105,1/29/2017,214.4
113,a,105,1/29/2017,96.22
114,a,133,1/16/2017,166.92
114,a,133,1/16/2017,68.01
114,a,133,1/16/2017,82.61
114,b,133,1/16/2017,42.5
114,c,133,1/16/2017,8.23
114,a,133,1/16/2017,123.47
115,b,70,4/6/2017,13.07
115,a,70,4/6/2017,29.99
115,a,70,4/6/2017,95.93
115,c,70,4/6/2017,31.39
115,b,70,4/6/2017,15.19
115,a,70,4/6/2017,473.67
115,a,70,4/6/2017,143.25
115,b,70,4/6/2017,7.2
115,b,70,4/6/2017,45.8
115,a,70,4/6/2017,13.37
116,a,496,3/24/2017,92.14
116,a,496,3/24/2017,42.8
116,a,496,3/24/2017,165.18
116,a,496,3/24/2017,59.51
116,b,496,3/24/2017,171.02
117,b,164,1/9/2017,150.22
117,c,164,1/9/2017,3.86
118,a,395,3/1/2017,144.97
118,b,395,3/1/2017,826.6
118,b,395,3/1/2017,14.49
118,a,395,3/1/2017,85.35
118,a,395,3/1/2017,68.26
118,a,395,3/1/2017,10.26
118,a,395,3/1/2017,42.65
118,a,395,3/1/2017,174.76
119,b,506,2/23/2017,35.95
119,b,506,2/23/2017,234.01
119,a,506,2/23/2017,55.63
119,b,506,2/23/2017,186.48
119,a,506,2/23/2017,32.49
119,a,506,2/23/2017,5.73
119,b,506,2/23/2017,29.23
119,a,506,2/23/2017,164.52
119,a,506,2/23/2017,536.85
119,c,506,2/23/2017,26.57
120,a,237,2/20/2017,61.08
120,a,237,2/20/2017,170.49
120,a,237,2/20/2017,17.54
121,a,384,2/4/2017,114.96
121,a,384,2/4/2017,299.88
121,a,384,2/4/2017,58.39
121,b,384,2/4/2017,119.53
122,b,523,3/21/2017,41.09
122,a,523,3/21/2017,192.58
122,b,523,3/21/2017,85.12
122,a,523,3/21/2017,46.72
122,a,523,3/21/2017,50.86
123,a,259,3/1/2017,95.37
124,a,231,1/3/2017,5.99
124,c,231,1/3/2017,120.98
124,a,231,1/3/2017,21.08
124,b,231,1/3/2017,109.92
124,b,231,1/3/2017,150.78
125,a,361,1/24/2017,17.1
125,a,361,1/24/2017,3.65
125,b,361,1/24/2017,31.67
125,a,361,1/24/2017,24.45
126,a,157,4/8/2017,187.93
126,b,157,4/8/2017,31.67
126,b,157,4/8/2017,12.16
126,a,157,4/8/2017,4.88
127,a,7,2/25/2017,88.48
127,a,7,2/25/2017,70.79
128,b,90,4/10/2017,96.63
128,b,90,4/10/2017,117.85
128,a,90,4/10/2017,2.01
128,a,90,4/10/2017,285.46
128,a,90,4/10/2017,3.35
128,b,90,4/10/2017,42.43
129,a,358,3/12/2017,132.46
129,a,358,3/12/2017,78.27
129,a,358,3/12/2017,219.47
129,a,358,3/12/2017,110.28
129,c,358,3/12/2017,194.74
129,b,358,3/12/2017,3.36
130,a,195,1/9/2017,37.03
130,a,195,1/9/2017,326.11
130,b,195,1/9/2017,28.6
130,c,195,1/9/2017,117.52
130,a,195,1/9/2017,25.03
130,a,195,1/9/2017,73.81
130,b,195,1/9/2017,487.43
131,a,421,3/17/2017,337.72
132,a,225,1/17/2017,51.53
132,a,225,1/17/2017,104.35
132,a,225,1/17/2017,149.76
132,c,225,1/17/2017,67.14
132,a,225,1/17/2017,147.74
132,a,225,1/17/2017,169.31
132,a,225,1/17/2017,44.1
133,a,212,3/25/2017,80.08
133,b,212,3/25/2017,15.61
133,a,212,3/25/2017,45.17
133,c,212,3/25/2017,77.06
133,b,212,3/25/2017,263.68
134,a,313,1/25/2017,128.36
134,b,313,1/25/2017,24.67
134,a,313,1/25/2017,191.32
135,b,436,4/11/2017,16.13
135,a,436,4/11/2017,26.45
135,a,436,4/11/2017,252.87
135,b,436,4/11/2017,118.27
136,a,356,3/30/2017,44.97
136,b,356,3/30/2017,51.94
136,a,356,3/30/2017,6.97
136,a,356,3/30/2017,217.45
136,b,356,3/30/2017,94.3
136,b,356,3/30/2017,44.82
137,a,200,3/22/2017,91.35
137,b,200,3/22/2017,262.57
137,b,200,3/22/2017,86.41
138,b,139,1/28/2017,58.6
138,b,139,1/28/2017,156.06
139,a,212,1/16/2017,213.66
139,b,212,1/16/2017,116.95
139,a,212,1/16/2017,223.34
140,b,91,3/11/2017,70.54
140,a,91,3/11/2017,251.47
140,a,91,3/11/2017,18.59
141,c,379,1/28/2017,255.98
141,a,379,1/28/2017,91.46
141,a,379,1/28/2017,103.12
141,a,379,1/28/2017,60.5
142,b,270,3/30/2017,110.86
142,a,270,3/30/2017,340.35
142,b,270,3/30/2017,13.25
142,a,270,3/30/2017,93.03
143,a,424,1/28/2017,73.96
143,a,424,1/28/2017,54.57
144,a,96,3/9/2017,306.83
144,b,96,3/9/2017,20.39
144,a,96,3/9/2017,6.56
144,b,96,3/9/2017,38.53
144,b,96,3/9/2017,125.25
144,b,96,3/9/2017,132.94
144,c,96,3/9/2017,75.21
144,a,96,3/9/2017,86.47
145,b,388,2/3/2017,95.98
145,a,388,2/3/2017,82.32
145,a,388,2/3/2017,73.06
145,a,388,2/3/2017,261.32
145,c,388,2/3/2017,470.99
145,b,388,2/3/2017,46.66
145,a,388,2/3/2017,53.68
145,a,388,2/3/2017,198.28
146,b,481,2/27/2017,40.91
146,a,481,2/27/2017,192.42
146,a,481,2/27/2017,76.42
146,a,481,2/27/2017,343.2
147,b,90,4/1/2017,25.72
147,b,90,4/1/2017,24.71
147,b,90,4/1/2017,119.75
147,a,90,4/1/2017,28.57
147,a,90,4/1/2017,103.81
147,a,90,4/1/2017,67.17
147,c,90,4/1/2017,37.4
147,a,90,4/1/2017,204.72
147,a,90,4/1/2017,6.27
148,a,335,1/4/2017,60.75
148,a,335,1/4/2017,142.81
148,a,335,1/4/2017,50.42
148,b,335,1/4/2017,93.88
149,b,508,1/30/2017,154.47
149,a,508,1/30/2017,264.79
150,a,127,2/6/2017,38.28
150,a,127,2/6/2017,10.99
150,a,127,2/6/2017,52.13
150,a,127,2/6/2017,116.92
151,a,361,1/24/2017,55.57
151,a,361,1/24/2017,426.39
151,a,361,1/24/2017,52.48
152,c,497,3/17/2017,206.6
152,a,497,3/17/2017,33.09
152,c,497,3/17/2017,4.43
152,b,497,3/17/2017,28.28
152,a,497,3/17/2017,26.48
153,a,229,1/11/2017,75.62
154,a,469,1/30/2017,77.63
154,c,469,1/30/2017,22.18
154,b,469,1/30/2017,43.58
155,c,196,2/12/2017,9.74
156,c,271,3/17/2017,155.47
156,b,271,3/17/2017,80.06
156,a,271,3/17/2017,76.12
156,c,271,3/17/2017,78.92
156,b,271,3/17/2017,49.59
157,a,292,2/1/2017,83.36
157,a,292,2/1/2017,143.3
157,a,292,2/1/2017,41
158,b,374,4/5/2017,29.31
158,c,374,4/5/2017,113.66
158,a,374,4/5/2017,19.88
158,a,374,4/5/2017,31.04
159,b,530,2/4/2017,259.66
159,a,530,2/4/2017,17.44
159,a,530,2/4/2017,15.59
159,a,530,2/4/2017,9.84
160,b,394,1/12/2017,54.03
160,a,394,1/12/2017,70.63
160,c,394,1/12/2017,187.7
160,a,394,1/12/2017,37.42
160,a,394,1/12/2017,25.3
160,c,394,1/12/2017,22.87
161,a,249,2/19/2017,149.7
162,a,411,3/14/2017,1.96
162,c,411,3/14/2017,16.35
162,c,411,3/14/2017,3.08
163,b,348,1/28/2017,33.7
163,a,348,1/28/2017,94.74
163,a,348,1/28/2017,168.81
163,b,348,1/28/2017,75.52
163,c,348,1/28/2017,29.39
163,b,348,1/28/2017,54.81
163,a,348,1/28/2017,130.8
164,a,413,1/27/2017,28.89
164,c,413,1/27/2017,42.42
165,a,315,3/7/2017,197.31
165,a,315,3/7/2017,90.09
165,a,315,3/7/2017,16.37
166,b,418,1/12/2017,31.79
166,a,418,1/12/2017,20.73
166,a,418,1/12/2017,73.88
166,b,418,1/12/2017,8.81
166,b,418,1/12/2017,101.1
167,b,328,2/18/2017,37.2
167,a,328,2/18/2017,105.45
167,b,328,2/18/2017,60.67
167,a,328,2/18/2017,76.42
167,b,328,2/18/2017,85.58
167,a,328,2/18/2017,310.44
167,a,328,2/18/2017,179.59
167,b,328,2/18/2017,152.12
167,a,328,2/18/2017,455.23
167,a,328,2/18/2017,35.3
167,b,328,2/18/2017,121.55
168,a,402,2/13/2017,6.06
168,b,402,2/13/2017,82.33
168,a,402,2/13/2017,15.25
168,c,402,2/13/2017,3.83
168,a,402,2/13/2017,17.97
169,a,360,2/3/2017,38.87
169,b,360,2/3/2017,25.42
169,a,360,2/3/2017,47.72
169,a,360,2/3/2017,39.44
169,a,360,2/3/2017,62.58
169,b,360,2/3/2017,348.93
169,c,360,2/3/2017,290.76
169,b,360,2/3/2017,83.7
170,a,323,1/12/2017,0.37
170,a,323,1/12/2017,60.08
170,a,323,1/12/2017,391.8
170,a,323,1/12/2017,11.05
170,b,323,1/12/2017,12.24
170,c,323,1/12/2017,113.9
171,b,211,2/21/2017,344.92
171,a,211,2/21/2017,12.82
171,b,211,2/21/2017,8.62
172,a,401,2/23/2017,3.25
172,a,401,2/23/2017,65.27
173,b,370,2/27/2017,371.78
173,b,370,2/27/2017,6.03
173,b,370,2/27/2017,89.4
173,b,370,2/27/2017,140.95
174,a,58,1/21/2017,129.26
174,a,58,1/21/2017,262.55
174,a,58,1/21/2017,72.27
174,a,58,1/21/2017,21.85
175,b,300,3/28/2017,40.75
175,c,300,3/28/2017,112.22
175,c,300,3/28/2017,17.59
176,b,542,1/21/2017,405.07
176,b,542,1/21/2017,92.93
176,a,542,1/21/2017,149.88
176,b,542,1/21/2017,63.08
176,a,542,1/21/2017,111.47
177,a,321,2/20/2017,253.93
177,c,321,2/20/2017,63.32
178,a,420,1/17/2017,14.04
178,b,420,1/17/2017,18.9
178,a,420,1/17/2017,145.78
178,b,420,1/17/2017,89.54
178,a,420,1/17/2017,133.08
178,a,420,1/17/2017,6.74
178,a,420,1/17/2017,114.85
178,a,420,1/17/2017,27.8
179,b,503,2/26/2017,207.36
179,b,503,2/26/2017,258.95
179,b,503,2/26/2017,5.68
180,a,253,2/23/2017,166.99
180,b,253,2/23/2017,41.85
180,b,253,2/23/2017,126.38
180,a,253,2/23/2017,210.79
180,b,253,2/23/2017,17.97
181,a,489,3/27/2017,42.95
181,a,489,3/27/2017,20.99
181,a,489,3/27/2017,75.67
181,c,489,3/27/2017,28.09
182,a,159,1/18/2017,135.83
182,a,159,1/18/2017,150.22
182,c,159,1/18/2017,163.58
182,b,159,1/18/2017,92.27
182,a,159,1/18/2017,73.7
182,b,159,1/18/2017,79.77
183,a,201,2/26/2017,36.01
183,a,201,2/26/2017,101.39
183,c,201,2/26/2017,39.4
183,a,201,2/26/2017,105.22
183,a,201,2/26/2017,175.74
183,a,201,2/26/2017,241.53
184,a,179,3/30/2017,59.4
184,a,179,3/30/2017,108.77
184,a,179,3/30/2017,113.48
184,b,179,3/30/2017,45.47
185,a,58,2/19/2017,63.34
185,a,58,2/19/2017,35.17
185,b,58,2/19/2017,82.27
186,a,159,1/18/2017,161.26
186,a,159,1/18/2017,81.32
187,c,327,3/30/2017,204.67
187,a,327,3/30/2017,97.72
188,b,33,3/20/2017,189.09
